Incident_Num,Shooting_Date,District,Shooting_Type_V2,Victim_Gender,Victim_Race,Victim_Ethnicity_NIBRS,Multi_Victim,Date
212049900,2021-07-20,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
212051093,2021-07-24,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212052004,2021-07-27,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
212052395,2021-07-29,E5,Fatal,Female,Black or African American,,f,
212052526,2021-07-29,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212052857,2021-07-31,C6,Non-Fatal,Male,White,,f,
212053150,2021-08-01,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212052662,2021-07-30,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
212054186,2021-08-04,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212055384,2021-08-09,B3,Fatal,Female,Black or African American,Unknown,t,
212055384,2021-08-09,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212055384,2021-08-09,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212055384,2021-08-09,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
212055384,2021-08-09,B3,Non-Fatal,Male,Black or African American,,t,
212055384,2021-08-09,B3,Non-Fatal,Male,Black or African American,Unknown,t,
212056815,2021-08-13,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212056861,2021-08-14,B3,Fatal,Male,White,Not Hispanic or Latinx,t,
212056861,2021-08-14,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212056986,2021-08-14,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212059080,2021-08-22,B3,Fatal,Male,Black or African American,Hispanic or Latinx,f,
212059215,2021-08-22,C11,Non-Fatal,Male,Black or African American,,f,
212059810,2021-08-24,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
212060448,2021-08-26,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212060812,2021-08-28,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212060825,2021-08-28,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212061019,2021-08-28,B3,Fatal,Male,Black or African American,Unknown,f,
212061712,2021-08-31,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212062988,2021-09-04,B3,Non-Fatal,Male,Black or African American,,f,
212063320,2021-09-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212063320,2021-09-05,B2,Non-Fatal,Male,Black or African American,,t,
212063894,2021-09-08,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212064071,2021-09-08,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212064162,2021-09-08,B3,Non-Fatal,Male,Black or African American,,f,
212064693,2021-09-10,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212007688,2021-02-04,A1,Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
212066431,2021-09-16,B3,Non-Fatal,Female,Black or African American,Unknown,f,
212066571,2021-09-17,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212067131,2021-09-18,E13,Non-Fatal,Male,Unknown,Hispanic or Latinx,f,
212066760,2021-09-17,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212067845,2021-09-21,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
212069153,2021-09-25,B3,Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
212069153,2021-09-25,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
212069765,2021-09-27,E13,Non-Fatal,Male,,,t,
212069765,2021-09-27,E13,Non-Fatal,Male,,,t,
212071219,2021-10-02,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212071815,2021-10-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212072011,2021-10-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212072410,2021-10-06,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212072721,2021-10-08,A1,Non-Fatal,Male,,,f,
212073444,2021-10-10,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212073816,2021-10-11,E18,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
212074135,2021-10-12,B2,Non-Fatal,Male,Unknown,Hispanic or Latinx,f,
212075522,2021-10-17,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
212075898,2021-10-18,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212077335,2021-10-23,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212078013,2021-10-26,E5,Non-Fatal,Male,,,f,
212078823,2021-10-29,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212078823,2021-10-29,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
